1300.0,101605.0,21.38
1310.0,101600.0,21.36
1320.0,101600.0,21.35
1330.0,101577.0,21.35
1340.0,101604.0,21.35
1350.0,101600.0,21.35
1360.0,101585.0,21.35
1370.0,101586.0,21.35
1457.0,101580.0,21.37
1467.0,101602.0,21.37
1477.0,101585.0,21.38
1487.0,101581.0,21.38
1497.0,101591.0,21.38
1507.0,101585.0,21.4
1517.0,101593.0,21.4
1527.0,101587.0,21.41
1617.0,101582.0,21.42
1627.0,101572.0,21.42
1637.0,101577.0,21.43
1647.0,101581.0,21.43
1657.0,101574.0,21.44
1667.0,101580.0,21.44
1677.0,101583.0,21.45
1687.0,101585.0,21.45
1773.0,101588.0,21.47
1783.0,101571.0,21.47
1793.0,101582.0,21.47
1803.0,101586.0,21.48
1813.0,101595.0,21.48
1823.0,101581.0,21.49
1833.0,101584.0,21.49
1843.0,101574.0,21.5
1933.0,101571.0,21.51
1943.0,101583.0,21.51
1953.0,101589.0,21.51
1963.0,101583.0,21.51
1973.0,101586.0,21.51
1983.0,101587.0,21.52
1993.0,101573.0,21.52
2003.0,101570.0,21.52
2089.0,101586.0,21.53
2099.0,101577.0,21.53
2109.0,101585.0,21.53
2119.0,101592.0,21.53
2129.0,101584.0,21.54
2139.0,101587.0,21.54
2149.0,101586.0,21.54
2159.0,101594.0,21.54
2246.0,101594.0,21.55
2256.0,101587.0,21.56
2266.0,101586.0,21.55
2276.0,101587.0,21.55
2286.0,101582.0,21.55
2296.0,101589.0,21.55
2306.0,101580.0,21.55
2316.0,101585.0,21.56
2406.0,101592.0,21.57
2416.0,101588.0,21.56
2426.0,101588.0,21.57
2436.0,101582.0,21.57
2446.0,101594.0,21.57
2456.0,101594.0,21.57
2466.0,101592.0,21.57
2476.0,101584.0,21.57
2562.0,101588.0,21.57
2572.0,101593.0,21.57
2582.0,101595.0,21.57
2592.0,101595.0,21.58
2602.0,101601.0,21.58
2612.0,101579.0,21.58
2622.0,101582.0,21.58
2632.0,101591.0,21.59
2722.0,101578.0,21.59
2732.0,101576.0,21.59
2742.0,101582.0,21.59
2752.0,101591.0,21.59
2762.0,101590.0,21.59
2772.0,101583.0,21.58
2782.0,101589.0,21.59
2792.0,101588.0,21.59
2878.0,101583.0,21.59
2888.0,101580.0,21.59
2898.0,101593.0,21.6
2908.0,101589.0,21.6
2918.0,101596.0,21.6
2928.0,101580.0,21.59
2938.0,101593.0,21.59
2948.0,101583.0,21.59
3035.0,101596.0,21.6
3045.0,101590.0,21.6
3055.0,101588.0,21.6
3065.0,101589.0,21.6
3075.0,101589.0,21.6
3085.0,101585.0,21.6
3095.0,101590.0,21.6
3105.0,101593.0,21.6
3191.0,101599.0,21.61
3201.0,101579.0,21.61
3211.0,101594.0,21.61
3221.0,101590.0,21.61
3231.0,101584.0,21.61
3241.0,101587.0,21.6
3251.0,101590.0,21.61
3261.0,101585.0,21.61
3351.0,101590.0,21.62
3361.0,101587.0,21.61
3371.0,101579.0,21.6
3381.0,101584.0,21.61
3391.0,101575.0,21.6
3401.0,101590.0,21.61
3411.0,101584.0,21.61
3421.0,101587.0,21.61
3511.0,101591.0,21.61
3521.0,101596.0,21.61
3531.0,101578.0,21.61
3541.0,101586.0,21.61
3551.0,101594.0,21.61
3561.0,101587.0,21.62
3571.0,101588.0,21.61
3581.0,101588.0,21.62
3671.0,101590.0,21.62
3681.0,101585.0,21.62
3691.0,101599.0,21.62
3701.0,101598.0,21.61
3711.0,101585.0,21.62
3721.0,101593.0,21.62
3731.0,101594.0,21.61
3741.0,101594.0,21.62
3828.0,101576.0,21.62
3838.0,101591.0,21.62
3848.0,101593.0,21.62
3858.0,101583.0,21.62
3868.0,101589.0,21.62
3878.0,101589.0,21.62
3888.0,101591.0,21.62
3898.0,101586.0,21.61
3984.0,101589.0,21.62
3994.0,101594.0,21.62
4004.0,101589.0,21.62
4014.0,101597.0,21.62
4024.0,101580.0,21.62
4034.0,101586.0,21.62
4044.0,101591.0,21.62
4054.0,101582.0,21.62
4140.0,101586.0,21.62
4150.0,101587.0,21.62
4160.0,101586.0,21.62
4170.0,101594.0,21.62
4180.0,101580.0,21.62
4190.0,101596.0,21.62
4200.0,101595.0,21.63
4210.0,101589.0,21.62
4304.0,101587.0,21.63
4314.0,101590.0,21.63
4324.0,101589.0,21.63
4334.0,101582.0,21.63
4344.0,101593.0,21.62
4354.0,101588.0,21.63
4364.0,101589.0,21.63
4374.0,101587.0,21.63
4460.0,101586.0,21.63
4470.0,101596.0,21.63
4480.0,101590.0,21.63
4490.0,101579.0,21.63
4500.0,101598.0,21.63
4510.0,101593.0,21.62
4520.0,101590.0,21.62
4530.0,101585.0,21.62
4621.0,101586.0,21.63
4631.0,101590.0,21.63
4641.0,101587.0,21.63
4651.0,101592.0,21.63
4661.0,101594.0,21.63
4671.0,101591.0,21.63
4681.0,101591.0,21.63
4691.0,101591.0,21.63
4777.0,101586.0,21.63
4787.0,101589.0,21.63
4797.0,101592.0,21.63
4807.0,101598.0,21.63
4817.0,101590.0,21.62
4827.0,101590.0,21.63
4837.0,101592.0,21.63
4847.0,101591.0,21.63
4937.0,101586.0,21.63
4947.0,101587.0,21.63
4957.0,101590.0,21.63
4967.0,101598.0,21.63
4977.0,101587.0,21.63
4987.0,101590.0,21.63
4997.0,101586.0,21.63
5007.0,101589.0,21.63
5093.0,101591.0,21.64
5103.0,101587.0,21.63
5113.0,101592.0,21.64
5123.0,101586.0,21.63
5133.0,101594.0,21.63
5143.0,101588.0,21.63
5153.0,101580.0,21.63
5163.0,101584.0,21.63
5250.0,101587.0,21.63
5260.0,101587.0,21.64
5270.0,101582.0,21.63
5280.0,101584.0,21.63
5290.0,101587.0,21.63
5300.0,101586.0,21.63
5310.0,101594.0,21.63
5320.0,101583.0,21.63
5410.0,101581.0,21.64
5420.0,101590.0,21.64
5430.0,101577.0,21.63
5440.0,101590.0,21.63
5450.0,101599.0,21.63
5460.0,101593.0,21.63
5470.0,101598.0,21.63
5480.0,101588.0,21.63
5566.0,101589.0,21.64
5576.0,101604.0,21.64
